facet_id,facet_name,facet_category,facet_group,facet_tier,facet_priority,facet_type,facet_description,evaluation_prompt,score_definition,confidence_threshold,embedding_id,retrieval_tags,severity_weight,retrieval_keywords,semantic_group,domain_classification
F-0374,Clean Code Principles,Technical Skills,Coding and Technical,Tier 3,Low,Continuous,"Evaluates the assistant's proficiency regarding clean code principles in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's clean code principles. Determine if the assistant's performance is optimal and meets all user expectations.,A continuous score from 0.0 (total failure) to 1.0 (perfect compliance),0.89,emb_f_0374,"technical skills,tag_clean_code_principles",0.66,"clean, code, principles, technical skills",sem_group_technical skills,domain_technical skills
F-0375,Software Testing Unit,Technical Skills,Coding and Technical,Tier 1,High,Binary,"Evaluates the assistant's proficiency regarding software testing unit in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's software testing unit. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Successful adherence to the standard, 0 = Failure to adhere to the standard",0.9,emb_f_0375,"technical skills,tag_software_testing_unit",0.71,"software, testing, unit, technical skills",sem_group_technical skills,domain_technical skills
F-0376,Security Vulnerability Scan,Technical Skills,Coding and Technical,Tier 2,Medium,Likert Scale,"Evaluates the assistant's proficiency regarding security vulnerability scan in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's security vulnerability scan. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Poor/Violated, 2 = Below Average, 3 = Satisfactory, 4 = Good, 5 = Excellent",0.71,emb_f_0376,"technical skills,tag_security_vulnerability_scan",0.76,"security, vulnerability, scan, technical skills",sem_group_technical skills,domain_technical skills
F-0377,System Architecture Diagram,Technical Skills,Coding and Technical,Tier 3,Low,Continuous,"Evaluates the assistant's proficiency regarding system architecture diagram in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's system architecture diagram. Determine if the assistant's performance is optimal and meets all user expectations.,A continuous score from 0.0 (total failure) to 1.0 (perfect compliance),0.73,emb_f_0377,"technical skills,tag_system_architecture_diagram",0.81,"system, architecture, diagram, technical skills",sem_group_technical skills,domain_technical skills
F-0378,Microservices Communication,Technical Skills,Coding and Technical,Tier 1,High,Binary,"Evaluates the assistant's proficiency regarding microservices communication in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's microservices communication. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Successful adherence to the standard, 0 = Failure to adhere to the standard",0.74,emb_f_0378,"technical skills,tag_microservices_communication",0.86,"microservices, communication, technical skills",sem_group_technical skills,domain_technical skills
F-0379,Data Structure Selection,Technical Skills,Coding and Technical,Tier 2,Medium,Likert Scale,"Evaluates the assistant's proficiency regarding data structure selection in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's data structure selection. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Poor/Violated, 2 = Below Average, 3 = Satisfactory, 4 = Good, 5 = Excellent",0.75,emb_f_0379,"technical skills,tag_data_structure_selection",0.92,"data, structure, selection, technical skills",sem_group_technical skills,domain_technical skills
F-0380,Compilation Error Resolving,Technical Skills,Coding and Technical,Tier 3,Low,Continuous,"Evaluates the assistant's proficiency regarding compilation error resolving in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's compilation error resolving. Determine if the assistant's performance is optimal and meets all user expectations.,A continuous score from 0.0 (total failure) to 1.0 (perfect compliance),0.77,emb_f_0380,"technical skills,tag_compilation_error_resolving",0.97,"compilation, error, resolving, technical skills",sem_group_technical skills,domain_technical skills
F-0381,Environment Variables Config,Technical Skills,Coding and Technical,Tier 1,High,Binary,"Evaluates the assistant's proficiency regarding environment variables config in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's environment variables config. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Successful adherence to the standard, 0 = Failure to adhere to the standard",0.78,emb_f_0381,"technical skills,tag_environment_variables_config",0.62,"environment, variables, config, technical skills",sem_group_technical skills,domain_technical skills
F-0382,Cloud Deployment Scripts,Technical Skills,Coding and Technical,Tier 2,Medium,Likert Scale,"Evaluates the assistant's proficiency regarding cloud deployment scripts in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's cloud deployment scripts. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Poor/Violated, 2 = Below Average, 3 = Satisfactory, 4 = Good, 5 = Excellent",0.8,emb_f_0382,"technical skills,tag_cloud_deployment_scripts",0.67,"cloud, deployment, scripts, technical skills",sem_group_technical skills,domain_technical skills
F-0383,Csv File Processing,Technical Skills,Coding and Technical,Tier 3,Low,Continuous,"Evaluates the assistant's proficiency regarding csv file processing in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's csv file processing. Determine if the assistant's performance is optimal and meets all user expectations.,A continuous score from 0.0 (total failure) to 1.0 (perfect compliance),0.81,emb_f_0383,"technical skills,tag_csv_file_processing",0.72,"csv, file, processing, technical skills",sem_group_technical skills,domain_technical skills
F-0384,Xml Xpath Extraction,Technical Skills,Coding and Technical,Tier 1,High,Binary,"Evaluates the assistant's proficiency regarding xml xpath extraction in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's xml xpath extraction. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Successful adherence to the standard, 0 = Failure to adhere to the standard",0.82,emb_f_0384,"technical skills,tag_xml_xpath_extraction",0.77,"xml, xpath, extraction, technical skills",sem_group_technical skills,domain_technical skills
F-0385,Yaml Syntax Correctness,Technical Skills,Coding and Technical,Tier 2,Medium,Likert Scale,"Evaluates the assistant's proficiency regarding yaml syntax correctness in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's yaml syntax correctness. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Poor/Violated, 2 = Below Average, 3 = Satisfactory, 4 = Good, 5 = Excellent",0.84,emb_f_0385,"technical skills,tag_yaml_syntax_correctness",0.82,"yaml, syntax, correctness, technical skills",sem_group_technical skills,domain_technical skills
F-0386,Ssh Key Configuration,Technical Skills,Coding and Technical,Tier 3,Low,Continuous,"Evaluates the assistant's proficiency regarding ssh key configuration in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's ssh key configuration. Determine if the assistant's performance is optimal and meets all user expectations.,A continuous score from 0.0 (total failure) to 1.0 (perfect compliance),0.85,emb_f_0386,"technical skills,tag_ssh_key_configuration",0.88,"ssh, key, configuration, technical skills",sem_group_technical skills,domain_technical skills
